"","Year","Month","Province","DF","ENCEP","INFLUENZA","MALARIA","PNEU","CHOL","TB","LEPTO","MELIOID"
"13910",2018,12,"Ang Thong",6,0,32,0,127,0,0,5,5
"13911",2018,12,"Bangkok",297,6,3524,0,1036,0,0,7,7
"13912",2018,12,"Buri Ram",63,3,103,0,380,0,0,8,5
"13913",2018,12,"Chachoengsao",62,1,129,1,198,0,0,6,4
"13914",2018,12,"Chai Nat",14,0,9,1,24,0,0,21,3
"13915",2018,12,"Chaiyaphum",35,3,159,1,373,0,0,8,2
"13916",2018,12,"Chanthaburi",28,0,119,0,135,0,0,12,5
"13917",2018,12,"Chiang Mai",55,3,1361,0,911,0,3,4,6
"13918",2018,12,"Chiang Rai",74,4,307,0,707,0,20,4,6
"13919",2018,12,"Chon Buri",152,0,177,0,268,0,15,11,5
"13920",2018,12,"Chumphon",11,0,60,0,102,0,16,14,4
"13921",2018,12,"Kalasin",21,0,12,0,186,0,3,0,0
"13922",2018,12,"Kamphaeng Phet",36,2,132,0,207,0,1,0,0
"13923",2018,12,"Kanchanaburi",26,0,161,0,209,0,0,0,0
"13924",2018,12,"Khon Kaen",80,3,176,0,847,0,1,0,0
"13925",2018,12,"Krabi",20,0,79,0,151,0,1,0,0
"13926",2018,12,"Lampang",6,1,272,0,330,0,3,0,0
"13927",2018,12,"Lamphun",7,0,303,0,126,0,4,1,0
"13928",2018,12,"Loei",8,1,38,0,277,0,3,0,0
"13929",2018,12,"Lop Buri",61,0,101,0,242,0,10,0,0
"13930",2018,12,"Mae Hong Son",18,0,13,0,102,0,2,0,0
"13931",2018,12,"Maha Sarakham",17,1,46,0,473,0,2,0,0
"13932",2018,12,"Mukdahan",5,0,33,0,118,0,2,0,0
"13933",2018,12,"Nakhon Nayok",5,0,5,11,22,0,0,1,0
"13934",2018,12,"Nakhon Pathom",228,0,245,3,251,0,0,0,0
"13935",2018,12,"Nakhon Phanom",2,1,40,11,112,0,0,0,0
"13936",2018,12,"Nakhon Ratchasima",155,2,670,7,674,0,0,0,0
"13937",2018,12,"Nakhon Sawan",162,0,229,5,294,0,0,1,0
"13938",2018,12,"Nakhon Si Thammarat",299,0,631,17,345,0,0,5,0
"13939",2018,12,"Nan",1,2,63,8,200,0,0,8,0
"13940",2018,12,"Narathiwat",22,0,171,7,320,0,0,6,0
"13941",2018,12,"Nong Bua Lam Phu",4,0,5,3,74,0,0,4,0
"13942",2018,12,"Nong Khai",19,0,89,2,92,0,0,2,0
"13943",2018,12,"Nonthaburi",83,0,80,2,102,0,0,1,0
"13944",2018,12,"Pathum Thani",40,0,143,3,196,0,0,0,0
"13945",2018,12,"Pattani",61,0,59,0,226,0,13,9,3
"13946",2018,12,"Phangnga",19,0,101,0,75,0,16,3,2
"13947",2018,12,"Phatthalung",54,0,197,0,127,0,5,1,1
"13948",2018,12,"Phayao",1,0,118,0,169,0,11,5,1
"13949",2018,12,"Phetchabun",4,0,41,1,193,0,8,5,1
"13950",2018,12,"Phetchaburi",38,1,38,0,101,0,3,3,6
"13951",2018,12,"Phichit",16,0,33,0,78,0,2,15,4
"13952",2018,12,"Phitsanulok",12,0,142,0,195,0,0,15,4
"13953",2018,12,"Phra Nakhon Si Ayutthaya",35,0,83,1,181,0,0,4,3
"13954",2018,12,"Phrae",2,0,36,0,140,0,1,8,7
"13955",2018,12,"Phuket",36,1,165,0,123,0,0,3,1
"13956",2018,12,"Prachin Buri",19,0,50,0,207,0,3,6,0
"13957",2018,12,"Prachuap Khiri Khan",19,0,189,0,184,0,6,0,19
"13958",2018,12,"Ranong",8,0,7,0,11,0,0,0,9
"13959",2018,12,"Ratchaburi",119,0,145,0,143,0,0,0,5
"13960",2018,12,"Rayong",74,1,163,0,196,0,0,0,4
"13961",2018,12,"Roi Et",33,0,75,0,512,0,1,0,10
"13962",2018,12,"Sa Kaeo",8,0,22,0,27,0,0,0,7
"13963",2018,12,"Sakon Nakhon",4,0,25,2,186,0,0,3,11
"13964",2018,12,"Samut Prakan",87,0,216,0,332,0,0,2,17
"13965",2018,12,"Samut Sakhon",156,0,64,1,45,0,0,3,15
"13966",2018,12,"Samut Songkhram",8,0,20,0,30,0,2,1,6
"13967",2018,12,"Saraburi",12,0,17,1,43,0,0,1,6
"13968",2018,12,"Satun",2,0,11,1,51,0,0,1,8
"13969",2018,12,"Si Sa Ket",70,5,29,0,566,0,13,0,2
"13970",2018,12,"Sing Buri",9,0,20,0,67,0,13,0,0
"13971",2018,12,"Songkhla",185,0,352,0,364,0,9,0,0
"13972",2018,12,"Sukhothai",29,0,58,0,115,0,5,1,0
"13973",2018,12,"Suphan Buri",53,0,37,0,113,0,5,0,1
"13974",2018,12,"Surat Thani",74,3,627,0,400,0,4,0,0
"13975",2018,12,"Surin",49,1,60,0,285,0,1,0,0
"13976",2018,12,"Tak",35,1,91,0,312,0,5,0,1
"13977",2018,12,"Trang",10,0,48,0,149,0,3,0,0
"13978",2018,12,"Trat",21,0,19,0,79,0,1,0,0
"13979",2018,12,"Ubon Ratchathani",44,1,235,0,886,0,4,0,0
"13980",2018,12,"Udon Thani",9,1,38,0,255,0,5,0,0
"13981",2018,12,"Uthai Thani",17,1,15,0,88,0,0,0,0
"13982",2018,12,"Uttaradit",5,0,76,1,160,0,0,0,0
"13983",2018,12,"Yala",52,0,58,1,264,0,0,0,0
"13984",2018,12,"Yasothon",5,1,18,0,185,0,0,0,0
"13985",2018,2,"Amnat Charoen",0,1,8,0,93,0,0,0,1
"13986",2018,2,"Ang Thong",2,0,88,0,128,0,0,0,0
"13987",2018,2,"Bangkok",222,9,3874,0,1241,0,0,0,0
"13988",2018,2,"Buri Ram",1,3,163,0,755,0,0,0,0
"13989",2018,2,"Chachoengsao",12,0,86,0,340,0,0,0,0
"13990",2018,2,"Chai Nat",2,0,24,0,44,0,0,1,0
"13991",2018,2,"Chaiyaphum",1,1,144,0,398,0,0,0,0
"13992",2018,2,"Chanthaburi",5,0,77,1,192,0,0,0,0
"13993",2018,2,"Chiang Mai",13,4,1856,0,1202,0,16,1,18
"13994",2018,2,"Chiang Rai",10,10,493,1,914,0,25,0,7
"13995",2018,2,"Chon Buri",43,0,236,0,382,0,18,1,5
"13996",2018,2,"Chumphon",19,0,67,0,153,0,10,0,4
"13997",2018,2,"Kalasin",1,2,23,1,222,0,19,0,11
"13998",2018,2,"Kamphaeng Phet",8,0,83,0,303,0,33,0,3
"13999",2018,2,"Kanchanaburi",9,1,143,0,363,0,20,0,5
"14000",2018,2,"Khon Kaen",5,2,173,0,1156,0,10,3,11
"14001",2018,2,"Krabi",9,1,73,0,170,0,7,0,9
"14002",2018,2,"Lampang",0,1,402,0,455,0,12,0,12
"14003",2018,2,"Lamphun",3,0,217,0,129,0,19,1,10
"14004",2018,2,"Loei",3,3,34,0,348,0,38,0,13
"14005",2018,2,"Lop Buri",11,0,155,2,326,0,1,1,6
"14006",2018,2,"Mae Hong Son",3,0,6,0,148,0,1,1,2
"14007",2018,2,"Maha Sarakham",3,0,47,1,578,0,2,1,5
"14008",2018,2,"Mukdahan",0,0,36,0,154,0,7,2,9
"14009",2018,2,"Nakhon Nayok",4,0,4,1,17,0,2,5,11
"14010",2018,2,"Nakhon Pathom",41,0,206,1,217,0,3,2,13
"14011",2018,2,"Nakhon Phanom",1,0,38,3,205,0,6,3,8
"14012",2018,2,"Nakhon Ratchasima",15,0,776,2,861,0,1,4,6
"14013",2018,2,"Nakhon Sawan",16,0,169,4,256,0,5,9,8
"14014",2018,2,"Nakhon Si Thammarat",135,2,328,1,401,0,5,9,4
"14015",2018,2,"Nan",0,2,112,1,249,0,2,3,6
"14016",2018,2,"Narathiwat",14,0,128,1,292,0,2,3,3
"14017",2018,2,"Nong Bua Lam Phu",2,0,7,0,110,0,16,0,0
"14018",2018,2,"Nong Khai",1,3,21,0,173,0,16,0,0
"14019",2018,2,"Nonthaburi",18,0,108,0,120,0,17,1,1
"14020",2018,2,"Pathum Thani",16,0,63,0,198,0,47,0,1
"14021",2018,2,"Pattani",19,0,17,0,186,0,19,0,1
"14022",2018,2,"Phangnga",22,0,72,0,92,0,26,1,2
"14023",2018,2,"Phatthalung",7,0,134,0,131,0,16,1,4
"14024",2018,2,"Phayao",0,0,358,0,313,0,23,1,3
"14025",2018,2,"Phetchabun",5,2,17,0,413,0,12,0,0
"14026",2018,2,"Phetchaburi",36,0,85,0,142,0,14,2,1
"14027",2018,2,"Phichit",14,0,41,0,121,0,11,0,1
"14028",2018,2,"Phitsanulok",6,0,270,0,331,0,3,2,0
"14029",2018,2,"Phra Nakhon Si Ayutthaya",6,0,246,0,301,0,0,23,1
"14030",2018,2,"Phrae",0,0,44,0,222,0,0,13,0
"14031",2018,2,"Phuket",40,0,122,0,159,0,0,14,0
"14032",2018,2,"Prachin Buri",14,0,16,0,309,0,0,12,0
"14033",2018,2,"Prachuap Khiri Khan",19,0,175,1,225,0,1,19,1
"14034",2018,2,"Ranong",9,0,4,0,31,0,0,20,0
"14035",2018,2,"Ratchaburi",49,0,68,1,105,0,0,11,0
"14036",2018,2,"Rayong",9,0,203,0,305,0,0,21,0
"14037",2018,2,"Roi Et",4,0,41,0,690,0,0,19,0
"14038",2018,2,"Sa Kaeo",2,0,9,0,71,0,0,19,0
"14039",2018,2,"Sakon Nakhon",2,0,22,0,200,0,0,17,1
"14040",2018,2,"Samut Prakan",30,1,294,0,506,0,0,26,1
"14041",2018,2,"Samut Sakhon",42,0,112,1,119,0,34,7,3
"14042",2018,2,"Samut Songkhram",12,1,35,0,42,0,21,0,0
"14043",2018,2,"Saraburi",5,1,33,0,161,0,13,1,1
"14044",2018,2,"Satun",6,0,23,0,83,0,16,3,1
"14045",2018,2,"Si Sa Ket",8,8,41,0,970,0,14,5,0
"14046",2018,2,"Sing Buri",0,0,22,1,74,0,12,4,2
"14047",2018,2,"Songkhla",28,0,105,0,438,0,12,10,0
"14048",2018,2,"Sukhothai",2,0,93,0,172,0,4,3,1
"14049",2018,2,"Suphan Buri",9,0,93,0,224,0,11,7,0
"14050",2018,2,"Surat Thani",66,6,414,0,476,0,7,5,0
"14051",2018,2,"Surin",5,0,90,0,505,0,14,2,2
"14052",2018,2,"Tak",11,0,69,0,357,0,10,1,0
"14053",2018,2,"Trang",5,0,45,2,145,0,1,3,1
"14054",2018,2,"Trat",9,1,37,1,87,0,1,3,0
"14055",2018,2,"Ubon Ratchathani",16,6,330,2,1313,0,2,3,0
"14056",2018,2,"Udon Thani",1,1,117,4,414,0,0,1,0
"14057",2018,2,"Uthai Thani",4,0,10,2,135,0,1,0,0
"14058",2018,2,"Uttaradit",3,3,244,0,197,0,0,1,0
"14059",2018,2,"Yala",10,0,62,0,313,0,0,3,1
"14060",2018,2,"Yasothon",0,0,24,1,336,0,0,2,0
"14061",2018,3,"Amnat Charoen",2,0,15,2,172,0,0,5,0
"14062",2018,3,"Ang Thong",10,0,110,3,150,0,0,7,0
"14063",2018,3,"Bangkok",307,6,3259,2,1124,0,0,6,1
"14064",2018,3,"Buri Ram",4,5,144,1,688,0,0,3,0
"14065",2018,3,"Chachoengsao",18,4,149,0,331,0,0,0,0
"14066",2018,3,"Chai Nat",0,0,16,0,66,0,0,1,1
"14067",2018,3,"Chaiyaphum",10,0,97,0,365,0,0,0,1
"14068",2018,3,"Chanthaburi",6,0,77,0,168,0,0,0,0
"14069",2018,3,"Chiang Mai",11,5,884,0,1215,0,0,0,0
"14070",2018,3,"Chiang Rai",16,7,360,0,842,0,0,3,2
"14071",2018,3,"Chon Buri",58,0,293,0,359,0,0,2,0
"14072",2018,3,"Chumphon",9,0,50,0,99,0,0,3,3
"14073",2018,3,"Kalasin",3,1,13,0,224,0,0,0,1
"14074",2018,3,"Kamphaeng Phet",12,0,81,0,286,0,0,2,1
"14075",2018,3,"Kanchanaburi",10,0,105,0,295,0,0,0,7
"14076",2018,3,"Khon Kaen",6,0,195,0,1109,0,0,0,4
"14077",2018,3,"Krabi",18,0,41,0,133,0,30,1,11
"14078",2018,3,"Lampang",0,2,250,0,492,0,45,0,8
"14079",2018,3,"Lamphun",10,0,102,0,136,0,25,1,9
"14080",2018,3,"Loei",7,2,35,0,410,0,33,0,3
"14081",2018,3,"Lop Buri",9,0,253,0,397,0,37,2,5
"14082",2018,3,"Mae Hong Son",2,0,8,0,171,0,38,5,9
"14083",2018,3,"Maha Sarakham",5,3,39,0,634,0,32,4,10
"14084",2018,3,"Mukdahan",3,0,45,0,149,0,38,3,8
"14085",2018,3,"Nakhon Nayok",6,0,8,0,23,0,37,6,9
"14086",2018,3,"Nakhon Pathom",43,0,414,0,232,0,40,1,7
"14087",2018,3,"Nakhon Phanom",9,0,38,0,196,0,49,1,6
"14088",2018,3,"Nakhon Ratchasima",26,0,444,0,749,0,16,0,4
"14089",2018,3,"Nakhon Sawan",32,0,241,0,301,0,0,0,1
"14090",2018,3,"Nakhon Si Thammarat",123,0,285,0,314,0,1,0,0
"14091",2018,3,"Nan",7,0,123,0,246,0,0,0,0
"14092",2018,3,"Narathiwat",11,0,57,0,287,0,0,0,0
"14093",2018,3,"Nong Bua Lam Phu",2,0,4,0,95,0,0,0,0
"14094",2018,3,"Nong Khai",3,3,39,1,202,0,1,1,0
"14095",2018,3,"Nonthaburi",32,1,99,0,122,0,2,0,0
"14096",2018,3,"Pathum Thani",18,0,48,1,125,0,0,0,0
"14097",2018,3,"Pattani",10,0,15,0,193,0,0,0,0
"14098",2018,3,"Phangnga",29,0,37,1,57,0,1,0,0
"14099",2018,3,"Phatthalung",12,0,62,0,130,0,0,0,0
"14100",2018,3,"Phayao",0,2,138,0,297,0,1,1,0
"14101",2018,3,"Phetchabun",10,5,37,0,428,0,1,0,0
"14102",2018,3,"Phetchaburi",25,1,54,0,120,0,0,0,0
"14103",2018,3,"Phichit",13,0,33,1,115,0,4,0,0
"14104",2018,3,"Phitsanulok",11,0,215,0,325,0,1,0,0
"14105",2018,3,"Phra Nakhon Si Ayutthaya",15,0,303,0,325,0,0,0,0
"14106",2018,3,"Phrae",1,0,37,0,212,0,2,0,0
"14107",2018,3,"Phuket",40,0,63,0,140,0,0,0,0
"14108",2018,3,"Prachin Buri",15,2,40,0,337,0,0,0,0
"14109",2018,3,"Prachuap Khiri Khan",16,0,109,0,240,0,0,1,0
"14110",2018,3,"Ranong",20,0,9,0,9,0,0,1,0
"14111",2018,3,"Ratchaburi",62,0,65,0,119,0,0,0,1
"14112",2018,3,"Rayong",37,0,247,0,259,0,0,0,0
"14113",2018,3,"Roi Et",5,0,39,0,855,0,7,1,0
"14114",2018,3,"Sa Kaeo",6,0,16,0,52,0,3,0,0
"14115",2018,3,"Sakon Nakhon",2,0,34,0,245,0,4,0,0
"14116",2018,3,"Samut Prakan",44,1,300,0,419,0,2,0,0
"14117",2018,3,"Samut Sakhon",67,0,107,0,112,0,4,0,0
"14118",2018,3,"Samut Songkhram",4,0,25,0,44,0,6,0,0
"14119",2018,3,"Saraburi",6,2,63,0,216,0,3,0,0
"14120",2018,3,"Satun",8,0,11,0,107,0,4,0,0
"14121",2018,3,"Si Sa Ket",21,7,51,0,903,0,3,0,0
"14122",2018,3,"Sing Buri",1,0,12,0,66,0,0,0,0
"14123",2018,3,"Songkhla",38,0,36,0,377,0,1,0,0
"14124",2018,3,"Sukhothai",7,0,85,0,197,0,1,0,0
"14125",2018,3,"Suphan Buri",16,0,67,0,193,0,0,6,0
"14126",2018,3,"Surat Thani",55,5,238,0,400,0,1,1,0
"14127",2018,3,"Surin",19,0,111,0,460,0,3,0,0
"14128",2018,3,"Tak",16,1,66,0,299,0,0,0,0
"14129",2018,3,"Trang",3,0,31,1,93,0,0,0,0
"14130",2018,3,"Trat",16,0,32,2,94,0,1,0,0
"14131",2018,3,"Ubon Ratchathani",29,5,372,2,1293,0,0,2,0
"14132",2018,3,"Udon Thani",0,0,136,0,388,0,5,1,0
"14133",2018,3,"Uthai Thani",4,0,28,1,160,0,0,0,0
"14134",2018,3,"Uttaradit",3,0,254,0,175,0,0,3,0
"14135",2018,3,"Yala",7,0,24,0,243,0,1,0,1
"14136",2018,3,"Yasothon",3,1,40,1,364,0,0,3,0
"14137",2018,4,"Amnat Charoen",1,0,10,2,153,0,10,6,0
"14138",2018,4,"Ang Thong",10,0,55,0,125,0,4,1,0
"14139",2018,4,"Bangkok",240,9,1747,0,914,0,6,6,0
"14140",2018,4,"Buri Ram",12,3,82,0,488,0,7,6,0
"14141",2018,4,"Chachoengsao",19,1,71,1,220,0,6,7,0
"14142",2018,4,"Chai Nat",0,0,5,0,47,0,6,8,0
"14143",2018,4,"Chaiyaphum",16,1,66,0,296,0,4,8,0
"14144",2018,4,"Chanthaburi",15,2,68,2,120,0,5,12,1
"14145",2018,4,"Chiang Mai",17,3,252,1,861,0,1,5,1
"14146",2018,4,"Chiang Rai",26,12,179,2,729,0,2,4,1
"14147",2018,4,"Chon Buri",96,1,196,1,314,0,2,3,1
"14148",2018,4,"Chumphon",11,0,28,0,89,0,0,3,0
"14149",2018,4,"Kalasin",3,0,16,0,202,0,8,7,0
"14150",2018,4,"Kamphaeng Phet",27,0,70,0,213,0,17,2,0
"14151",2018,4,"Kanchanaburi",26,4,41,0,175,0,15,0,0
"14152",2018,4,"Khon Kaen",9,1,114,0,957,0,13,7,0
"14153",2018,4,"Krabi",16,0,36,0,113,0,22,4,0
"14154",2018,4,"Lampang",11,0,87,0,317,0,16,4,1
"14155",2018,4,"Lamphun",20,0,40,0,124,0,14,9,0
"14156",2018,4,"Loei",7,3,15,0,282,0,10,5,0
"14157",2018,4,"Lop Buri",5,0,108,0,266,0,11,5,0
"14158",2018,4,"Mae Hong Son",10,0,10,0,151,0,10,2,0
"14159",2018,4,"Maha Sarakham",5,2,18,0,481,0,6,3,1
"14160",2018,4,"Mukdahan",3,0,21,0,102,0,10,7,0
"14161",2018,4,"Nakhon Nayok",18,0,6,0,13,0,51,3,3
"14162",2018,4,"Nakhon Pathom",79,0,100,0,129,0,17,2,2
"14163",2018,4,"Nakhon Phanom",5,0,31,0,140,0,13,0,4
"14164",2018,4,"Nakhon Ratchasima",40,1,297,0,541,0,27,1,0
"14165",2018,4,"Nakhon Sawan",59,0,151,0,219,0,19,1,2
"14166",2018,4,"Nakhon Si Thammarat",93,6,98,0,229,0,20,2,1
"14167",2018,4,"Nan",8,1,86,0,254,0,15,3,3
"14168",2018,4,"Narathiwat",7,1,40,0,189,0,15,2,5
"14169",2018,4,"Nong Bua Lam Phu",5,1,4,0,89,0,15,1,1
"14170",2018,4,"Nong Khai",5,1,29,0,150,0,22,1,1
"14171",2018,4,"Nonthaburi",62,0,56,0,81,0,20,0,1
"14172",2018,4,"Pathum Thani",35,0,40,0,120,0,12,1,0
"14173",2018,4,"Pattani",7,0,9,0,105,0,4,0,8
"14174",2018,4,"Phangnga",13,0,32,1,47,0,3,2,8
"14175",2018,4,"Phatthalung",14,1,23,0,82,0,4,0,4
"14176",2018,4,"Phayao",2,0,41,0,223,0,3,1,4
"14177",2018,4,"Phetchabun",8,1,23,0,305,0,7,0,2
"14178",2018,4,"Phetchaburi",20,1,35,0,121,0,3,1,2
"14179",2018,4,"Phichit",33,0,46,0,134,0,3,0,1
"14180",2018,4,"Phitsanulok",36,1,130,0,244,0,1,1,6
"14181",2018,4,"Phra Nakhon Si Ayutthaya",5,0,129,0,188,0,5,1,5
"14182",2018,4,"Phrae",18,0,19,0,188,0,3,1,3
"14183",2018,4,"Phuket",26,0,19,0,109,0,2,2,3
"14184",2018,4,"Prachin Buri",21,1,34,0,279,0,0,1,1
"14185",2018,4,"Prachuap Khiri Khan",17,0,35,0,177,0,5,0,0
"14186",2018,4,"Ranong",19,0,2,1,13,0,4,0,0
"14187",2018,4,"Ratchaburi",42,0,65,1,90,0,5,0,0
"14188",2018,4,"Rayong",45,0,230,2,231,0,5,0,0
"14189",2018,4,"Roi Et",12,0,30,3,654,0,3,0,0
"14190",2018,4,"Sa Kaeo",9,0,11,3,44,0,3,1,0
"14191",2018,4,"Sakon Nakhon",7,0,22,2,215,0,6,1,0
"14192",2018,4,"Samut Prakan",44,2,222,1,346,0,1,0,0
"14193",2018,4,"Samut Sakhon",57,0,60,0,69,0,0,0,0
"14194",2018,4,"Samut Songkhram",6,0,7,0,36,0,8,0,0
"14195",2018,4,"Saraburi",7,0,25,1,137,0,6,0,0
"14196",2018,4,"Satun",1,0,8,0,34,0,8,0,0
"14197",2018,4,"Si Sa Ket",20,4,33,0,644,0,0,0,0
"14198",2018,4,"Sing Buri",1,0,13,0,49,0,0,1,0
"14199",2018,4,"Songkhla",25,1,29,0,256,0,0,0,0
"14200",2018,4,"Sukhothai",11,0,54,0,113,0,0,0,0
"14201",2018,4,"Suphan Buri",22,0,41,0,143,0,0,0,1
"14202",2018,4,"Surat Thani",66,7,81,0,292,0,2,1,0
"14203",2018,4,"Surin",23,1,51,0,341,0,0,0,2
"14204",2018,4,"Tak",20,1,21,0,247,0,0,0,0
"14205",2018,4,"Trang",10,0,19,0,83,0,0,0,1
"14206",2018,4,"Trat",15,0,17,0,96,0,2,0,0
"14207",2018,4,"Ubon Ratchathani",51,4,260,0,1013,0,1,0,2
"14208",2018,4,"Udon Thani",3,0,59,0,365,0,1,0,0
"14209",2018,4,"Uthai Thani",13,0,17,0,90,0,7,0,1
"14210",2018,4,"Uttaradit",9,0,89,0,144,0,1,0,3
"14211",2018,4,"Yala",6,0,4,0,137,0,5,1,1
"14212",2018,4,"Yasothon",5,2,19,0,295,0,22,0,1
"14213",2018,5,"Amnat Charoen",9,0,13,1,123,0,0,0,3
"14214",2018,5,"Ang Thong",15,0,42,0,103,0,0,1,1
"14215",2018,5,"Bangkok",209,11,1668,0,1013,0,0,1,2
"14216",2018,5,"Buri Ram",65,2,143,0,477,0,5,2,2
"14217",2018,5,"Chachoengsao",84,2,111,0,295,0,1,1,2
"14218",2018,5,"Chai Nat",4,0,6,0,35,0,1,0,1
"14219",2018,5,"Chaiyaphum",67,2,99,0,298,0,0,1,0
"14220",2018,5,"Chanthaburi",16,2,87,0,114,0,1,0,1
"14221",2018,5,"Chiang Mai",33,5,147,0,823,0,22,0,1
"14222",2018,5,"Chiang Rai",141,12,176,0,656,0,15,0,1
"14223",2018,5,"Chon Buri",188,1,199,0,382,0,21,0,0
"14224",2018,5,"Chumphon",21,0,34,0,85,0,19,0,0
"14225",2018,5,"Kalasin",36,0,10,0,197,0,19,0,0
"14226",2018,5,"Kamphaeng Phet",56,0,79,0,189,0,13,0,1
"14227",2018,5,"Kanchanaburi",41,3,69,0,197,0,16,2,1
"14228",2018,5,"Khon Kaen",64,0,101,0,920,0,27,3,0
"14229",2018,5,"Krabi",51,0,20,0,156,0,20,0,3
"14230",2018,5,"Lampang",33,2,132,0,329,0,12,0,0
"14231",2018,5,"Lamphun",36,0,51,0,114,0,12,0,1
"14232",2018,5,"Loei",26,4,25,0,325,0,5,2,0
"14233",2018,5,"Lop Buri",42,0,115,0,254,0,31,3,0
"14234",2018,5,"Mae Hong Son",30,0,8,0,121,0,17,0,0
"14235",2018,5,"Maha Sarakham",46,1,20,0,454,0,9,3,0
"14236",2018,5,"Mukdahan",35,0,31,0,135,0,4,2,0
"14237",2018,5,"Nakhon Nayok",25,1,10,0,23,0,3,3,0
"14238",2018,5,"Nakhon Pathom",114,0,105,0,174,0,0,3,1
"14239",2018,5,"Nakhon Phanom",21,0,30,0,140,0,0,2,0
"14240",2018,5,"Nakhon Ratchasima",162,0,469,0,526,0,0,5,1
"14241",2018,5,"Nakhon Sawan",142,1,159,0,208,0,3,9,0
"14242",2018,5,"Nakhon Si Thammarat",201,5,117,0,352,0,2,3,1
"14243",2018,5,"Nan",66,1,76,0,249,0,7,1,0
"14244",2018,5,"Narathiwat",10,0,42,0,192,0,3,3,0
"14245",2018,5,"Nong Bua Lam Phu",27,0,6,0,76,0,24,1,0
"14246",2018,5,"Nong Khai",44,5,114,7,239,0,16,0,1
"14247",2018,5,"Nonthaburi",114,1,58,2,107,0,38,0,1
"14248",2018,5,"Pathum Thani",85,0,72,4,245,0,27,0,3
"14249",2018,5,"Pattani",9,0,16,1,126,0,29,0,0
"14250",2018,5,"Phangnga",33,0,32,1,44,0,35,1,4
"14251",2018,5,"Phatthalung",24,1,52,1,102,0,37,1,2
"14252",2018,5,"Phayao",12,0,44,3,232,0,75,1,2
"14253",2018,5,"Phetchabun",28,1,36,1,286,0,45,0,0
"14254",2018,5,"Phetchaburi",42,0,28,3,95,0,20,1,2
"14255",2018,5,"Phichit",105,0,22,0,108,0,24,1,5
"14256",2018,5,"Phitsanulok",85,0,145,1,215,0,12,0,2
"14257",2018,5,"Phra Nakhon Si Ayutthaya",30,0,165,1,243,0,70,0,0
"14258",2018,5,"Phrae",106,0,32,0,179,0,47,0,0
"14259",2018,5,"Phuket",38,2,38,1,123,0,40,0,0
"14260",2018,5,"Prachin Buri",41,1,32,5,261,0,42,0,0
"14261",2018,5,"Prachuap Khiri Khan",24,0,75,13,170,0,59,0,0
"14262",2018,5,"Ranong",28,1,1,6,4,0,30,0,0
"14263",2018,5,"Ratchaburi",53,0,48,5,109,0,31,0,0
"14264",2018,5,"Rayong",114,0,291,0,276,0,36,0,0
"14265",2018,5,"Roi Et",111,1,43,2,685,0,54,0,1
"14266",2018,5,"Sa Kaeo",18,1,8,3,27,0,40,0,0
"14267",2018,5,"Sakon Nakhon",15,6,22,1,244,0,32,0,0
"14268",2018,5,"Samut Prakan",89,1,196,1,358,0,20,0,0
"14269",2018,5,"Samut Sakhon",64,0,27,4,37,0,0,0,0
"14270",2018,5,"Samut Songkhram",12,0,21,0,37,0,0,0,0
"14271",2018,5,"Saraburi",28,1,31,0,140,0,0,0,0
"14272",2018,5,"Satun",4,0,7,0,64,0,0,1,0
"14273",2018,5,"Si Sa Ket",90,1,39,1,631,0,0,2,2
"14274",2018,5,"Sing Buri",0,0,11,1,66,0,0,4,1
"14275",2018,5,"Songkhla",55,0,36,0,352,0,0,6,0
"14276",2018,5,"Sukhothai",33,0,75,1,144,0,0,7,0
"14277",2018,5,"Suphan Buri",35,0,32,3,145,0,5,1,0
"14278",2018,5,"Surat Thani",160,5,84,2,309,0,1,1,0
"14279",2018,5,"Surin",145,0,84,1,310,0,0,1,0
"14280",2018,5,"Tak",73,0,12,0,256,0,0,1,0
"14281",2018,5,"Trang",14,0,35,4,136,0,11,0,0
"14282",2018,5,"Trat",31,1,22,0,80,0,15,0,0
"14283",2018,5,"Ubon Ratchathani",282,2,466,5,1114,0,16,0,0
"14284",2018,5,"Udon Thani",30,0,57,1,330,0,13,0,1
"14285",2018,5,"Uthai Thani",46,0,9,23,100,0,13,0,0
"14286",2018,5,"Uttaradit",35,0,80,13,144,0,15,0,0
"14287",2018,5,"Yala",9,0,8,18,204,0,13,0,2
"14288",2018,5,"Yasothon",22,0,35,7,282,0,8,0,0
"14289",2018,6,"Amnat Charoen",37,0,11,8,92,0,16,0,0
"14290",2018,6,"Ang Thong",18,0,43,2,140,0,13,0,0
"14291",2018,6,"Bangkok",412,6,2302,6,1230,0,9,0,0
"14292",2018,6,"Buri Ram",129,2,230,0,399,0,4,0,0
"14293",2018,6,"Chachoengsao",237,1,161,2,365,0,20,1,4
"14294",2018,6,"Chai Nat",9,1,7,0,47,0,10,0,1
"14295",2018,6,"Chaiyaphum",150,1,198,0,407,0,4,0,1
"14296",2018,6,"Chanthaburi",49,0,316,2,214,0,10,2,2
"14297",2018,6,"Chiang Mai",103,5,343,1,895,0,16,1,3
"14298",2018,6,"Chiang Rai",414,11,192,0,795,0,6,1,2
"14299",2018,6,"Chon Buri",287,2,321,2,466,0,16,3,2
"14300",2018,6,"Chumphon",17,1,21,0,85,0,11,0,3
"14301",2018,6,"Kalasin",100,2,21,0,163,0,13,0,2
